"","external_gene_name","reg","orgname"
"595",NA,"8:81069631:81069684","bmusculus"
"596","ADAM32","21:32158827:32158975","bmusculus"
"597",NA,NA,"bindicus"
"598","ND1","MT:0:16338","btaurus"
"599","MT-ND2","MT:0:16338","btaurus"
"600","COX1","MT:0:16338","btaurus"
"601","MT-CO2","MT:0:16338","btaurus"
"602","MT-ATP8","MT:0:16338","btaurus"
"603","MT-ATP6","MT:0:16338","btaurus"
"604","COX3","MT:0:16338","btaurus"
"605","MT-ND3","MT:0:16338","btaurus"
"606","MT-ND4L","MT:0:16338","btaurus"
"607","MT-ND4","MT:0:16338","btaurus"
"608","ND5","MT:0:16338","btaurus"
"609","MT-ND6","MT:0:16338","btaurus"
"610","MT-CYB","MT:0:16338","btaurus"
"611",NA,"X:75132747:75138680","btaurus"
"612",NA,"2:2085709:2091268","btaurus"
"613","SIMC1","10:5035086:5039122","btaurus"
"614",NA,"3:90809109:90812116","btaurus"
"615",NA,"2:3386218:3388871","btaurus"
"616",NA,"24:61001513:61003566","btaurus"
"617",NA,"8:54721072:54722929","btaurus"
"618",NA,"10:63732657:63735581","btaurus"
"619",NA,"2:2098835:2100413","btaurus"
"620",NA,"2:2095503:2097068","btaurus"
"621",NA,"2:3389903:3391182","btaurus"
"622",NA,"28:35360178:35362300","btaurus"
"623",NA,"17:56658466:56660709","btaurus"
"624",NA,"28:35375633:35377019","btaurus"
"625",NA,"11:45805967:45807344","btaurus"
"626",NA,"28:35364312:35365660","btaurus"
"627",NA,"11:45788775:45790050","btaurus"
"628","NID2","10:44889403:44890833","btaurus"
"629",NA,"10:63725818:63727085","btaurus"
"630",NA,"28:35373455:35374825","btaurus"
"631",NA,"24:53207390:53208500","btaurus"
"632",NA,"2:4798540:4799222","btaurus"
"633",NA,"10:63730318:63731306","btaurus"
"634",NA,"2:2094679:2095414","btaurus"
"635",NA,"26:31754555:31756222","btaurus"
"636",NA,"2:4797609:4798266","btaurus"
"637","MYO7A","15:56634112:56635326","btaurus"
"638",NA,"X:112831021:112832051","btaurus"
"639",NA,"11:45812770:45813709","btaurus"
"640",NA,"28:35355282:35356183","btaurus"
"641","MYO7A","15:56632525:56633555","btaurus"
"642","NID2","10:44888443:44889401","btaurus"
"643","MYO7A","15:56631639:56632517","btaurus"
"644",NA,"17:56666917:56667851","btaurus"
"645","NID2","10:44901205:44901972","btaurus"
"646",NA,"11:45804865:45805750","btaurus"
"647",NA,"26:31759129:31760199","btaurus"
"648",NA,"28:35358894:35359736","btaurus"
"649",NA,"X:75138775:75139274","btaurus"
"650",NA,"MT:15791:16338","btaurus"
"651","NID2","10:44896218:44896978","btaurus"
"652",NA,"11:45791659:45792245","btaurus"
"653","NID2","10:44892163:44892846","btaurus"
"654",NA,"28:35369067:35369820","btaurus"
"655",NA,"17:56661001:56661939","btaurus"
"656",NA,"11:45790287:45790934","btaurus"
"657",NA,"24:35995011:35995923","btaurus"
"658",NA,"13:11604940:11605603","btaurus"
"659",NA,"11:45792290:45792966","btaurus"
"660",NA,"17:5546576:5546915","btaurus"
"661",NA,"11:45785204:45786065","btaurus"
"662",NA,"28:35367136:35367823","btaurus"
"663","NID2","10:44897289:44898110","btaurus"
"664",NA,"17:56665582:56666349","btaurus"
"665",NA,"28:35363435:35363940","btaurus"
"666","NID2","10:44891272:44891843","btaurus"
"667",NA,"28:35370900:35371401","btaurus"
"668",NA,"11:45793408:45793924","btaurus"
"669","UNC13C","10:55715616:55716212","btaurus"
"670","NID2","10:44902899:44903454","btaurus"
"671",NA,"10:63735733:63736276","btaurus"
"672",NA,"26:31761171:31761872","btaurus"
"673","OLA1","2:22650481:22650987","btaurus"
"674",NA,"15:42909503:42909972","btaurus"
"675",NA,"11:45793919:45794388","btaurus"
"676",NA,"28:35370281:35370722","btaurus"
"677",NA,"8:96101996:96102543","btaurus"
"678",NA,"7:86001940:86002238","btaurus"
"679",NA,"24:53208754:53209273","btaurus"
"680",NA,"13:11596478:11596848","btaurus"
"681",NA,"13:11601239:11601690","btaurus"
"682",NA,"28:35365812:35366223","btaurus"
"683",NA,"1:156923126:156923753","btaurus"
"684",NA,"28:35372199:35372595","btaurus"
"685",NA,"11:45808135:45808479","btaurus"
"686",NA,"24:35993710:35994119","btaurus"
"687",NA,"26:31757766:31758218","btaurus"
"688",NA,"17:56668914:56669397","btaurus"
"689","DNAI7","5:84846901:84847483","btaurus"
"690",NA,"17:56664389:56664829","btaurus"
"691",NA,"11:45807624:45807958","btaurus"
"692",NA,"18:59867552:59868149","btaurus"
"693",NA,"1:13409935:13410681","btaurus"
"694","NID2","10:44893078:44893485","btaurus"
"695",NA,"11:45787047:45787455","btaurus"
"696",NA,"24:35993079:35993514","btaurus"
"697","DOCK4","4:56374292:56374842","btaurus"
"698",NA,"9:12710030:12711045","btaurus"
"699",NA,"28:35367860:35368195","btaurus"
"700",NA,"17:56665035:56665386","btaurus"
"701",NA,"11:45811003:45811436","btaurus"
"702",NA,"11:58306699:58307232","btaurus"
"703","NID2","10:44886475:44886959","btaurus"
"704",NA,"28:35358380:35358740","btaurus"
"705","DNAI7","5:84850095:84850507","btaurus"
"706","NID2","10:44904179:44904479","btaurus"
"707",NA,"17:56657926:56658247","btaurus"
"708",NA,"11:45795305:45795693","btaurus"
"709",NA,"17:56670000:56670327","btaurus"
"710","MYO7A","15:56631041:56631397","btaurus"
"711","MCPH1","27:5656128:5656470","btaurus"
"712","MYO7A","15:56630033:56630415","btaurus"
"713","MYO7A","15:56630718:56631012","btaurus"
"714",NA,"26:31758427:31758981","btaurus"
"715","NID2","10:44887094:44887381","btaurus"
"716","CCSER1","6:34113155:34113615","btaurus"
"717",NA,"11:45811623:45811917","btaurus"
"718",NA,"12:36803415:36804205","btaurus"
"719",NA,"13:11602573:11602888","btaurus"
"720",NA,"17:56657147:56657670","btaurus"
"721",NA,"11:45791168:45791439","btaurus"
"722",NA,"1:32903075:32903484","btaurus"
"723",NA,"26:31753313:31753675","btaurus"
"724","CNOT2","5:43182929:43183102","btaurus"
"725",NA,"28:35373007:35373330","btaurus"
"726",NA,"11:45813904:45814229","btaurus"
"727",NA,"13:11595602:11596000","btaurus"
"728","NID2","10:44902040:44902326","btaurus"
"729",NA,"18:59412751:59413261","btaurus"
"730",NA,"1:13401384:13401828","btaurus"
"731",NA,"11:66151401:66151568","btaurus"
"732",NA,"18:59868494:59868824","btaurus"
"733","NID2","10:44893704:44893888","btaurus"
"734",NA,"28:35368597:35368855","btaurus"
"735","DNAI7","5:84846291:84846709","btaurus"
"736",NA,"16:38638712:38638992","btaurus"
"737","NID2","10:44894797:44895109","btaurus"
"738",NA,"10:63731702:63731958","btaurus"
"739","USP37","2:106463509:106463697","btaurus"
"740",NA,"28:35378891:35379236","btaurus"
"741",NA,"11:45794575:45794842","btaurus"
"742",NA,"2:136108376:136108853","btaurus"
"743",NA,"17:56663178:56663483","btaurus"
"744",NA,"24:61003757:61003946","btaurus"
"745",NA,"11:45795702:45795910","btaurus"
"746",NA,"13:11601731:11601985","btaurus"
"747",NA,"11:45796184:45796421","btaurus"
"748",NA,"11:45811435:45811624","btaurus"
"749","PLEKHG1","9:87933258:87933534","btaurus"
"750",NA,"10:65448421:65448650","btaurus"
"751","SORCS1","26:28050753:28050901","btaurus"
"752",NA,"17:56662277:56662470","btaurus"
"753",NA,"X:112806245:112806500","btaurus"
"754",NA,"18:59807937:59808273","btaurus"
"755",NA,"X:38546243:38546701","btaurus"
"756",NA,"7:44350921:44351149","btaurus"
"757","ZNF19","18:39608208:39608449","btaurus"
"758",NA,"18:59762044:59762380","btaurus"
"759","ZC3H12D","9:86696169:86696365","btaurus"
"760",NA,"18:39610609:39610977","btaurus"
"761",NA,"12:36804317:36804716","btaurus"
"762",NA,"28:35378671:35378889","btaurus"
"763",NA,"10:63732178:63732384","btaurus"
"764","DOCK4","4:56375066:56375369","btaurus"
"765",NA,"13:53620932:53621154","btaurus"
"766",NA,"15:42910931:42911222","btaurus"
"767",NA,"10:65453182:65453384","btaurus"
"768",NA,"16:38645115:38645343","btaurus"
"769",NA,"1:156921321:156921504","btaurus"
"770",NA,"2:136110006:136110184","btaurus"
"771",NA,"9:30557280:30557446","btaurus"
"772",NA,"18:59848129:59848632","btaurus"
"773",NA,"13:41843387:41843539","btaurus"
"774","MYO7A","15:56631471:56631559","btaurus"
"775",NA,"14:29829009:29829150","btaurus"
"776",NA,"24:35994619:35994762","btaurus"
"777",NA,"26:31752079:31752285","btaurus"
"778",NA,"15:83957434:83957672","btaurus"
"779",NA,"12:1361750:1361967","btaurus"
"780",NA,"13:11607589:11607830","btaurus"
"781",NA,"24:35994190:35994411","btaurus"
"782",NA,"8:65836069:65836145","btaurus"
"783",NA,"17:56670461:56670614","btaurus"
"784","ZNF19","18:39609307:39609492","btaurus"
"785",NA,"13:53648880:53648993","btaurus"
"786",NA,"8:42880667:42880791","btaurus"
"787","DNAI7","5:84845706:84845823","btaurus"
"788",NA,"7:86894022:86894147","btaurus"
"789",NA,"15:68011883:68011986","btaurus"
"790",NA,"7:44347385:44347728","btaurus"
"791",NA,"2:128905746:128905914","btaurus"
"792",NA,"24:13764584:13764671","btaurus"
"793",NA,"13:11602148:11602323","btaurus"
"794","TMEM128","6:104868248:104868349","btaurus"
"795","NID2","10:44895821:44895935","btaurus"
"796","UNC13C","10:55721300:55721487","btaurus"
"797",NA,"X:27407736:27407837","btaurus"
"798",NA,"28:825611:825723","btaurus"
"799","ROCK2","11:86556922:86557023","btaurus"
"800",NA,"26:31758249:31758356","btaurus"
"801",NA,"17:56668130:56668197","btaurus"
"802",NA,"X:105099185:105099282","btaurus"
"803","SHISAL1","5:114980556:114980647","btaurus"
"804",NA,"13:11597124:11597258","btaurus"
"805",NA,"16:70006734:70006856","btaurus"
"806",NA,"20:51849408:51849479","btaurus"
"807","NID2","10:44887644:44887748","btaurus"
"808","KLF12","12:48646881:48646948","btaurus"
"809",NA,"24:12538398:12538550","btaurus"
"810","NDUFB2","4:104035178:104035249","btaurus"
"811","BRAF","4:104035178:104035249","btaurus"
"812",NA,"7:44351327:44351470","btaurus"
"813",NA,"11:45796424:45796584","btaurus"
"814",NA,"13:47091489:47091601","btaurus"
"815",NA,"25:7060345:7060409","btaurus"
"816",NA,"28:35358071:35358161","btaurus"
"817",NA,"2:3386154:3386213","btaurus"
"818","PTPRN2","4:119203490:119203545","btaurus"
"819",NA,"11:25298072:25298159","btaurus"
"820","ZNF19","18:39607934:39607993","btaurus"
"821","NTM","29:35020662:35020737","btaurus"
"822",NA,"7:42717383:42717524","btaurus"
"823",NA,"3:37679786:37679854","btaurus"
"824",NA,"17:56664101:56664171","btaurus"
"825",NA,"24:36401696:36401758","btaurus"
"826","SORCS3","26:25659796:25659870","btaurus"
"827",NA,"10:65449430:65449503","btaurus"
"828",NA,"14:29829351:29829418","btaurus"
"829",NA,"7:42717153:42717199","btaurus"
"830",NA,"15:41775777:41775857","btaurus"
"831","TARS3","21:28798162:28798220","btaurus"
"832","ZBTB38","1:127662612:127662655","btaurus"
"833",NA,"11:58307474:58307539","btaurus"
"834",NA,"13:11594718:11594816","btaurus"
"835","CTNND2","20:62160783:62160836","btaurus"
"836",NA,"16:817985:829796","btaurus"
"837",NA,"9:4623589:4627216","btaurus"
"838",NA,"9:4627213:4630338","btaurus"
"839",NA,"24:43654537:43657378","btaurus"
"840",NA,"1:116553642:116555983","btaurus"
"841",NA,"1:116540715:116542420","btaurus"
"842","CLOCK","6:70953951:70956719","btaurus"
"843",NA,"4:37325761:37326902","btaurus"
"844",NA,"9:4621381:4622453","btaurus"
"845",NA,"Y:8598124:8599256","btaurus"
"846",NA,"15:33195710:33197224","btaurus"
"847",NA,"1:116536387:116537680","btaurus"
"848",NA,"9:4620045:4621107","btaurus"
"849","TMEM140","4:98717001:98718591","btaurus"
"850","AGBL3","4:98717001:98718591","btaurus"
"851","C2CD6","2:90084390:90085762","btaurus"
"852","C2CD6","2:90080454:90081889","btaurus"
"853",NA,"1:116548422:116549672","btaurus"
"854","CDH23","28:27634868:27635613","btaurus"
"855",NA,"9:4630630:4631438","btaurus"
"856",NA,"9:4622731:4623580","btaurus"
"857",NA,"22:6901383:6903291","btaurus"
"858",NA,"1:116547333:116548421","btaurus"
"859",NA,"28:41839844:41841561","btaurus"
"860","CHDH","22:47145644:47147050","btaurus"
"861",NA,"1:116556615:116557613","btaurus"
"862","CHDH","22:47143875:47145431","btaurus"
"863",NA,"1:116545389:116546156","btaurus"
"864",NA,"4:24344728:24345612","btaurus"
"865",NA,"1:116552662:116553438","btaurus"
"866","CHDH","22:47140319:47141505","btaurus"
"867","CHDH","22:47149577:47150504","btaurus"
"868","NEO1","10:19956794:19957302","btaurus"
"869","CHDH","22:47138699:47139449","btaurus"
"870",NA,"20:8533566:8534535","btaurus"
"871","C2CD6","2:90085779:90086645","btaurus"
"872","CHDH","22:47148374:47149391","btaurus"
"873","CHDH","22:47142847:47143637","btaurus"
"874","CHDH","22:47148375:47149391","btaurus"
"875","TMEM140","4:98712977:98713561","btaurus"
"876","AGBL3","4:98712977:98713561","btaurus"
"877",NA,"22:6913532:6914464","btaurus"
"878",NA,"5:17464778:17466147","btaurus"
"879",NA,"22:6897453:6898388","btaurus"
"880",NA,"22:19629919:19631037","btaurus"
"881",NA,"1:116535589:116536208","btaurus"
"882",NA,"22:6903956:6904887","btaurus"
"883",NA,"22:19625033:19626136","btaurus"
"884","BNIP2","10:50521148:50521721","btaurus"
"885",NA,"22:6892680:6893645","btaurus"
"886",NA,"20:8530200:8531082","btaurus"
"887",NA,"22:6898602:6899253","btaurus"
"888",NA,"22:6919528:6920546","btaurus"
"889",NA,"1:116534631:116535117","btaurus"
"890",NA,"14:6297950:6298313","btaurus"
"891","PMS1","2:6480664:6481007","btaurus"
"892","HECW2","2:84940804:84941126","btaurus"
"893",NA,"2:40600457:40600743","btaurus"
"894",NA,"21:14761902:14762191","btaurus"
"895","C2CD6","2:90082593:90083161","btaurus"
"896","TMEM140","4:98711887:98712509","btaurus"
"897","AGBL3","4:98711887:98712509","btaurus"
"898","C2CD6","2:90077159:90077703","btaurus"
"899",NA,"4:24333576:24334064","btaurus"
"900","BNIP2","10:50518574:50519092","btaurus"
"901",NA,"22:6922221:6922680","btaurus"
"902","VMP1","19:10734496:10734806","btaurus"
"903",NA,"28:41843119:41843872","btaurus"
"904",NA,"14:18948379:18949203","btaurus"
"905",NA,"22:6896250:6896996","btaurus"
"906",NA,"28:41830846:41831529","btaurus"
"907","CHDH","22:47147049:47147398","btaurus"
"908","C2CD6","2:90083351:90083758","btaurus"
"909",NA,"5:17468216:17468918","btaurus"
"910","BNIP2","10:50519157:50519620","btaurus"
"911","CHDH","22:47139943:47140313","btaurus"
"912","TMEM260","10:69055384:69055662","btaurus"
"913",NA,"28:41842192:41842830","btaurus"
"914",NA,"1:116543137:116543559","btaurus"
"915",NA,"4:24338076:24338471","btaurus"
"916",NA,"14:18964069:18964855","btaurus"
"917",NA,"22:6899884:6900534","btaurus"
"918","DYNC2H1","15:5284234:5284474","btaurus"
"919",NA,"16:10919930:10920136","btaurus"
"920","SUGCT","4:80267171:80267350","btaurus"
"921",NA,"1:116549736:116549992","btaurus"
"922",NA,"X:108948383:108948571","btaurus"
"923",NA,"1:121223386:121223728","btaurus"
"924","BNIP2","10:50516770:50517176","btaurus"
"925","KLHL1","12:44140179:44140395","btaurus"
"926",NA,"1:116556025:116556378","btaurus"
"927",NA,"4:24339935:24340305","btaurus"
"928",NA,"20:8528593:8528986","btaurus"
"929",NA,"5:17467291:17468222","btaurus"
"930","PLD5","16:34799080:34799455","btaurus"
"931",NA,"10:65508175:65508703","btaurus"
"932",NA,"1:121224971:121225441","btaurus"
"933","TMEM140","4:98710769:98711110","btaurus"
"934","AGBL3","4:98710769:98711110","btaurus"
"935",NA,"22:19629569:19629899","btaurus"
"936",NA,"22:6915776:6916114","btaurus"
"937",NA,"1:116535384:116535590","btaurus"
"938",NA,"2:1427786:1428157","btaurus"
"939","TMEM260","10:69055009:69055252","btaurus"
"940","CHDH","22:47147881:47148231","btaurus"
"941",NA,"1:116544045:116544267","btaurus"
"942",NA,"28:41832549:41832919","btaurus"
"943",NA,"1:116544047:116544267","btaurus"
"944",NA,"14:39548095:39548415","btaurus"
"945",NA,"28:41839253:41839611","btaurus"
"946","TMEM140","4:98711270:98711635","btaurus"
"947","AGBL3","4:98711270:98711635","btaurus"
"948",NA,"14:39549024:39549296","btaurus"
"949",NA,"10:11272762:11272994","btaurus"
"950","BNIP2","10:50522223:50522420","btaurus"
"951",NA,"18:27752795:27752995","btaurus"
"952",NA,"22:6889883:6890202","btaurus"
"953",NA,"10:51403810:51404160","btaurus"
"954",NA,"20:8539278:8539609","btaurus"
"955",NA,"20:8539280:8539609","btaurus"
"956","HECW2","2:84940387:84940531","btaurus"
"957","VPS54","11:62480941:62481232","btaurus"
"958",NA,"20:8532812:8533140","btaurus"
"959","MMP20","15:6051286:6051654","btaurus"
"960",NA,"22:6916728:6917055","btaurus"
"961",NA,"1:121225639:121225801","btaurus"
"962","C2CD6","2:90080023:90080359","btaurus"
"963",NA,"28:41835693:41835915","btaurus"
"964",NA,"1:116546917:116547067","btaurus"
"965","BNIP2","10:50520576:50520805","btaurus"
"966",NA,"10:50901741:50902074","btaurus"
"967",NA,"28:41831570:41831843","btaurus"
"968",NA,"28:41835695:41835915","btaurus"
"969",NA,"4:24346376:24346570","btaurus"
"970",NA,"10:47817458:47817781","btaurus"
"971",NA,"20:8538753:8538908","btaurus"
"972",NA,"22:6894557:6894785","btaurus"
"973","PLCH1","1:112219404:112219859","btaurus"
"974",NA,"22:19626735:19626926","btaurus"
"975",NA,"29:14565175:14565297","btaurus"
"976",NA,"9:20771909:20772005","btaurus"
"977",NA,"14:39549786:39549957","btaurus"
"978",NA,"17:73028818:73028945","btaurus"
"979",NA,"22:6889378:6889747","btaurus"
"980",NA,"19:5991749:5991877","btaurus"
"981",NA,"20:8536798:8536991","btaurus"
"982","NEK5","12:21466682:21466825","btaurus"
"983",NA,"15:47709836:47710131","btaurus"
"984",NA,"15:47710142:47710371","btaurus"
"985",NA,"2:1428361:1428537","btaurus"
"986",NA,"4:24338636:24338931","btaurus"
"987",NA,"22:6895053:6895265","btaurus"
"988","C2CD6","2:90083965:90084119","btaurus"
"989","BNIP2","10:50516648:50516770","btaurus"
"990",NA,"3:99230429:99230751","btaurus"
"991",NA,":15196:15432","btaurus"
"992","SLC35G2","1:132309961:132310402","btaurus"
"993","THSD7A","4:19758603:19758717","btaurus"
"994",NA,"21:33850845:33850945","btaurus"
"995",NA,"20:8531153:8531484","btaurus"
"996",NA,"29:354912:355398","btaurus"
"997","GTDC1","2:52673848:52673990","btaurus"
"998",NA,"28:38944685:38944814","btaurus"
"999","FAT1","27:16435737:16435883","btaurus"
"1000",NA,"28:38944686:38944814","btaurus"
"1001",NA,"20:8528382:8528583","btaurus"
"1002","CYP4A59","3:99264027:99264362","btaurus"
"1003","TMEM140","4:98712842:98712942","btaurus"
"1004","AGBL3","4:98712842:98712942","btaurus"
"1005","CDKAL1","23:37282230:37282521","btaurus"
"1006",NA,"4:24337663:24337818","btaurus"
"1007",NA,"15:33195470:33195642","btaurus"
"1008",NA,"12:14863281:14863352","btaurus"
"1009",NA,"18:41828735:41828815","btaurus"
"1010",NA,"10:47815962:47816601","btaurus"
"1011",NA,"20:6586561:6586906","btaurus"
"1012","VTI1A","26:33015473:33015638","btaurus"
"1013","CDH23","28:27635768:27635851","btaurus"
"1014",NA,":15800:16540","btaurus"
"1015",NA,"1:116546670:116546789","btaurus"
"1016","CRPPA","4:24652761:24652875","btaurus"
"1017",NA,"17:143145:143787","btaurus"
"1018",NA,"3:99198341:99198477","btaurus"
"1019",NA,"3:103184779:103184855","btaurus"
"1020",NA,"29:359781:360137","btaurus"
"1021","PECR","2:104083157:104083273","btaurus"
"1022",NA,"24:43654228:43654338","btaurus"
"1023",NA,"27:37106411:37106546","btaurus"
"1024","CTIF","24:48386501:48386568","btaurus"
"1025","VTI1A","26:33015097:33015272","btaurus"
"1026",NA,"28:38948416:38948521","btaurus"
"1027","MAGI2","4:42448078:42448146","btaurus"
"1028","TMEM140","4:98718593:98718689","btaurus"
"1029","AGBL3","4:98718593:98718689","btaurus"
"1030","TBC1D8","11:6096888:6096958","btaurus"
"1031",NA,"1:116533243:116533334","btaurus"
"1032","GABRA2","6:64877891:64877985","btaurus"
"1033",NA,"13:53636512:53636793","btaurus"
"1034",NA,"22:6917750:6917853","btaurus"
"1035","DPP10","2:66659802:66659862","btaurus"
"1036","C2CD6","2:90082116:90082208","btaurus"
"1037","MPHOSPH9","17:52374977:52375075","btaurus"
"1038",NA,":14739:14950","btaurus"
"1039",NA,":14435:14694","btaurus"
"1040",NA,"9:8320569:8320678","btaurus"
"1041","TMEM140","4:98712631:98712695","btaurus"
"1042","AGBL3","4:98712631:98712695","btaurus"
"1043",NA,"1:74038932:74039056","btaurus"
"1044","C2CD6","2:90079566:90079693","btaurus"
"1045",NA,"26:30295580:30295695","btaurus"
"1046","CYP4A59","3:99264626:99264725","btaurus"
"1047",NA,"26:21698926:21698985","btaurus"
